,OrderDate
7133,2012-07-12 16:14:56
7134,2014-09-07 11:05:19
7135,2016-01-13 12:22:39
7136,2015-09-16 20:21:14
7137,2014-12-12 15:40:09
7138,2014-12-12 07:45:54
7139,2013-02-11 07:01:34
7140,2014-11-10 07:04:04
7141,2015-01-07 05:03:15
7142,2013-10-11 00:07:02
7143,2013-02-09 01:31:43
7144,2013-03-13 23:43:44
7145,2012-07-12 19:14:07
7146,2013-02-03 04:18:20
7147,2015-08-16 15:26:13
7148,2013-10-27 06:52:25
7149,2014-03-22 23:56:00
7150,2016-02-16 06:44:20
7151,2015-12-09 19:45:30
7152,2015-07-09 01:35:11
7153,2013-07-31 09:38:13
7154,2014-12-12 00:10:38
7155,2013-11-25 19:05:36
7156,2015-05-23 00:46:18
7157,2015-03-15 23:47:54
7158,2013-07-26 03:36:00
7159,2012-11-02 12:50:41
7160,2014-01-10 11:28:23
7161,2015-01-09 01:08:24
7162,2014-10-21 23:05:33
7163,2013-01-19 16:30:07
7164,2015-07-10 20:00:49
7165,2012-09-28 10:05:17
7166,2016-01-26 15:31:47
7167,2012-10-22 10:15:41
7168,2013-05-28 17:58:25
7169,2015-10-26 08:05:09
7170,2014-04-26 23:25:23
7171,2015-04-20 20:19:44
7172,2015-05-21 22:01:26
7173,2014-06-10 03:48:24
7174,2013-02-20 12:26:18
7175,2012-12-26 07:51:32
7176,2013-06-04 22:37:21
7177,2013-01-20 16:38:30
7178,2012-12-17 19:40:14
7179,2013-01-24 06:33:07
7180,2015-06-26 19:20:34
7181,2013-10-21 07:15:11
7182,2015-10-12 10:33:33
7183,2013-12-29 13:22:58
7184,2013-10-27 04:10:37
7185,2015-07-27 14:11:22
7186,2013-05-07 05:56:58
7187,2013-10-03 20:21:16
7188,2014-08-31 17:47:51
7189,2012-12-22 14:29:07
7190,2014-10-06 20:50:49
7191,2015-12-02 13:53:32
7192,2015-04-27 16:26:24
7193,2015-01-12 00:27:23
7194,2015-02-07 20:29:01
7195,2014-09-30 21:32:06
7196,2014-01-22 02:06:34
7197,2014-08-15 12:20:10
7198,2013-11-17 06:08:47
7199,2014-04-27 03:24:45
7200,2015-01-14 01:51:03
7201,2015-01-31 14:05:42
7202,2014-09-01 08:39:04
7203,2014-07-19 22:34:02
7204,2013-05-29 14:18:37
7205,2014-10-19 12:27:11
7206,2015-08-02 14:06:09
7207,2013-04-08 17:00:47
7208,2014-03-04 01:39:06
7209,2015-10-12 03:51:12
7210,2012-09-20 04:27:53
7211,2012-12-04 09:56:08
7212,2014-11-02 00:52:17
7213,2014-09-16 18:56:14
7214,2013-10-22 04:35:01
7215,2014-08-26 10:05:52
7216,2013-05-14 00:44:34
7217,2016-01-27 16:55:52
7218,2013-12-15 10:35:31
7219,2015-11-18 07:22:00
7220,2014-09-30 20:58:21
7221,2015-03-12 06:57:46
7222,2012-07-22 21:05:29
7223,2014-02-08 12:31:24
7224,2014-02-25 02:01:58
7225,2015-02-22 20:46:48
7226,2015-06-04 07:36:32
7227,2015-11-17 20:50:40
7228,2012-12-29 19:24:38
7229,2013-02-19 08:17:54
7230,2015-02-01 00:44:31
7231,2014-03-05 05:17:58
7232,2013-06-17 16:07:51
7233,2015-11-11 07:20:22
7234,2014-02-25 10:12:45
7235,2013-10-22 12:25:09
7236,2013-08-18 13:45:48
7237,2015-09-07 19:32:52
7238,2012-11-18 12:09:36
7239,2014-08-13 17:10:20
7240,2015-08-29 12:18:24
7241,2013-10-08 07:52:01
7242,2013-01-02 14:19:50
7243,2014-01-06 23:39:07
7244,2014-09-15 03:18:06
7245,2014-12-13 18:35:48
7246,2015-09-03 17:52:35
7247,2015-04-06 07:45:59
7248,2013-11-24 08:50:12
7249,2014-04-10 15:43:52
7250,2013-09-27 14:57:51
7251,2014-09-01 13:04:04
7252,2014-03-13 07:19:37
7253,2015-02-19 19:16:54
7254,2013-11-13 14:40:32
7255,2015-07-07 19:16:20
7256,2014-10-01 03:05:21
7257,2013-02-23 05:43:59
7258,2012-11-24 10:54:14
7259,2015-07-30 05:21:56
7260,2015-11-20 17:06:55
7261,2014-03-19 19:48:06
7262,2014-11-26 07:18:42
7263,2012-08-27 14:28:45
7264,2015-05-06 10:10:17
7265,2016-01-26 02:36:19
7266,2013-02-04 19:16:13
7267,2013-07-07 18:35:18
7268,2014-06-14 07:28:05
7269,2015-08-08 03:46:32
7270,2013-05-14 09:06:43
7271,2012-12-04 06:49:38
7272,2014-02-08 16:11:38
7273,2013-10-25 06:34:12
7274,2012-12-05 07:05:50
7275,2014-03-10 02:50:01
7276,2015-01-07 07:54:10
7277,2013-12-31 08:43:53
7278,2012-09-04 04:12:51
7279,2015-07-25 14:42:58
7280,2013-12-11 03:21:22
7281,2014-09-01 05:58:28
7282,2012-09-12 16:35:31
7283,2015-09-07 15:32:43
7284,2015-04-07 14:34:18
7285,2013-05-11 03:09:45
7286,2014-06-05 09:21:02
7287,2015-02-19 11:48:54
7288,2013-09-24 18:50:35
7289,2015-06-06 18:57:31
7290,2014-10-07 17:03:25
7291,2012-12-26 00:27:11
7292,2014-10-24 03:52:44
7293,2014-04-12 13:01:22
7294,2015-01-07 11:15:10
7295,2013-04-01 12:14:59
7296,2012-08-30 19:03:10
7297,2013-04-15 07:13:11
7298,2013-04-19 19:14:51
7299,2014-08-26 19:09:46
7300,2014-04-18 14:40:32
7301,2014-11-25 15:41:43
7302,2014-02-21 07:20:58
7303,2012-09-05 18:04:59
7304,2012-07-28 14:05:23
7305,2014-12-10 02:20:26
7306,2015-06-25 11:36:55
7307,2015-09-12 17:24:24
7308,2015-07-22 05:57:47
7309,2015-01-04 19:13:10
7310,2014-11-22 00:59:11
7311,2013-02-03 10:23:27
7312,2013-04-15 09:54:23
7313,2013-11-29 19:39:05
7314,2014-06-06 22:09:40
7315,2013-06-29 07:34:19
7316,2015-01-03 04:16:02
7317,2013-02-15 16:06:25
7318,2015-11-23 06:49:10
7319,2016-01-21 02:32:54
7320,2015-10-18 09:18:33
7321,2014-08-08 06:07:42
7322,2012-12-17 05:36:38
7323,2013-04-26 07:46:23
7324,2012-09-30 09:25:25
7325,2015-02-16 21:37:11
7326,2014-04-08 18:10:30
7327,2015-10-22 04:51:01
7328,2015-06-20 00:25:26
7329,2014-03-13 21:38:21
7330,2012-12-05 16:06:51
7331,2012-08-25 03:08:28
7332,2014-05-24 01:25:02
7333,2013-06-03 09:23:23
7334,2015-04-16 23:15:58
7335,2015-04-17 02:35:03
7336,2013-01-17 18:28:16
7337,2015-12-28 07:32:12
7338,2015-03-11 11:55:15
7339,2013-07-03 12:45:41
7340,2012-10-16 10:27:47
7341,2012-08-18 06:29:51
7342,2015-12-12 00:36:39
7343,2014-03-12 19:25:14
7344,2014-05-09 01:38:52
7345,2014-01-23 04:49:02
7346,2015-09-21 22:49:56
7347,2015-09-19 13:48:12
7348,2015-07-01 05:03:56
7349,2013-02-18 15:11:03
7350,2015-01-27 22:33:38
7351,2015-07-14 12:11:15
7352,2015-03-05 23:25:03
7353,2013-10-24 13:15:03
7354,2014-02-03 08:52:58
7355,2015-02-14 00:25:02
7356,2015-04-03 01:19:41
7357,2015-11-07 10:56:26
7358,2015-02-28 20:35:52
7359,2014-04-21 16:19:18
7360,2013-04-26 20:20:24
7361,2015-12-28 07:04:33
7362,2014-08-23 16:44:33
7363,2015-04-18 03:36:40
7364,2015-01-12 09:33:39
7365,2013-05-31 23:17:58
7366,2012-08-30 21:18:18
7367,2013-01-07 06:48:27
7368,2014-05-13 12:29:03
7369,2013-02-19 21:11:46
7370,2012-07-10 21:07:02
7371,2015-12-26 11:07:58
7372,2014-06-17 13:08:57
7373,2012-08-10 00:35:59
7374,2014-11-21 00:22:35
7375,2013-06-08 09:09:35
7376,2014-06-13 12:15:18
7377,2015-01-24 20:01:17
7378,2016-01-06 04:26:35
7379,2015-08-24 01:12:31
7380,2014-06-29 23:32:26
7381,2013-08-29 23:20:50
7382,2015-10-13 23:44:20
7383,2013-01-12 22:17:05
7384,2013-11-16 00:26:09
7385,2014-12-29 01:24:05
7386,2013-02-08 04:23:01
7387,2012-07-29 03:31:05
7388,2013-01-23 20:20:03
7389,2012-08-20 19:42:05
7390,2013-02-03 17:09:58
7391,2015-03-20 14:55:13
7392,2012-10-12 19:46:19
7393,2013-11-27 10:17:52
7394,2015-08-25 21:52:38
7395,2016-02-16 17:20:30
7396,2014-01-28 23:50:10
7397,2013-04-19 07:31:53
7398,2015-07-31 03:31:20
7399,2012-11-19 12:53:15
7400,2013-03-28 02:49:07
7401,2014-05-10 21:52:38
7402,2015-11-26 17:26:38
7403,2015-02-21 23:03:07
7404,2015-01-01 13:39:38
7405,2014-09-17 16:49:01
7406,2012-11-28 06:12:05
7407,2012-10-17 13:31:37
7408,2014-04-02 16:11:32
7409,2013-12-09 15:49:13
7410,2015-12-27 13:29:33
7411,2013-09-24 15:50:11
7412,2013-08-24 07:34:15
7413,2014-03-25 16:17:19
7414,2015-04-28 03:56:11
7415,2015-04-20 02:09:05
7416,2015-10-11 03:02:05
7417,2016-01-14 23:12:32
7418,2015-06-27 12:15:25
7419,2014-08-20 07:37:04
7420,2014-03-17 15:40:51
7421,2013-07-06 07:48:38
7422,2013-05-26 19:54:42
7423,2013-03-20 01:22:32
7424,2014-08-29 06:16:52
7425,2013-06-06 11:02:44
7426,2012-11-22 03:38:45
7427,2015-11-15 22:49:22
7428,2015-07-09 08:02:58
7429,2012-11-27 12:09:10
7430,2013-08-30 17:52:06
7431,2015-11-25 18:32:25
7432,2015-02-17 04:24:25
7433,2014-09-15 11:36:49
7434,2014-11-28 05:44:48
7435,2013-11-05 17:40:25
7436,2014-06-28 17:54:31
7437,2015-10-29 23:47:00
7438,2014-07-09 09:23:07
7439,2015-08-24 11:43:33
7440,2015-06-30 20:37:07
7441,2014-01-30 15:13:46
7442,2013-09-26 11:15:29
7443,2013-09-07 11:29:53
7444,2013-03-12 17:14:45
7445,2012-07-11 15:26:21
7446,2013-11-17 03:56:32
7447,2013-05-19 10:55:44
7448,2015-08-25 23:02:20
7449,2014-05-15 15:41:31
7450,2013-06-11 18:42:53
7451,2013-07-13 02:37:10
7452,2013-05-08 23:55:39
7453,2014-09-15 16:47:21
7454,2014-12-02 17:39:16
7455,2015-01-24 04:39:28
7456,2014-08-05 06:48:57
7457,2015-11-16 23:46:13
7458,2014-03-08 18:10:36
7459,2015-04-24 20:32:09
7460,2016-01-06 16:17:59
7461,2013-07-27 11:35:17
7462,2012-10-14 16:01:19
7463,2015-05-30 03:13:01
7464,2013-09-05 04:00:57
7465,2015-02-17 07:40:34
7466,2014-05-21 09:40:48
7467,2014-11-13 19:28:19
7468,2013-08-01 10:26:02
7469,2014-03-13 21:28:17
7470,2013-07-08 05:29:10
7471,2013-04-19 19:00:10
7472,2015-12-17 16:14:58
7473,2012-12-10 07:43:55
7474,2015-12-27 14:12:29
7475,2014-08-12 04:54:34
7476,2013-11-12 19:24:01
7477,2013-12-18 11:08:13
7478,2013-08-09 13:32:01
7479,2013-07-31 00:09:21
7480,2015-02-06 06:07:46
7481,2013-03-16 12:12:41
7482,2012-11-22 17:27:38
7483,2014-03-10 02:32:47
7484,2014-07-25 03:39:55
7485,2012-10-10 14:45:30
7486,2016-01-10 15:50:13
7487,2015-05-05 15:20:47
7488,2016-01-18 02:33:03
7489,2015-07-25 01:14:58
7490,2014-09-07 17:37:40
7491,2013-03-22 04:27:42
7492,2012-12-19 00:37:31
7493,2014-12-01 07:23:05
7494,2015-03-04 16:36:20
7495,2015-01-31 00:04:19
7496,2013-02-23 17:12:03
7497,2012-08-27 07:27:39
7498,2013-12-16 23:48:28
7499,2015-11-08 20:42:58
7500,2015-12-03 20:58:28
7501,2013-05-11 06:40:57
7502,2015-05-25 01:13:40
7503,2014-02-25 05:42:33
7504,2012-08-01 13:41:02
7505,2013-08-13 04:22:51
7506,2013-08-28 21:03:02
7507,2013-07-15 14:08:44
7508,2013-08-02 13:09:35
7509,2012-09-08 12:48:21
7510,2012-10-03 15:53:52
7511,2013-09-09 08:20:36
7512,2012-11-20 22:34:47
7513,2012-07-27 04:52:44
7514,2013-08-28 02:27:02
7515,2015-04-13 15:23:22
7516,2012-11-03 05:44:39
7517,2016-01-10 06:55:55
7518,2014-08-25 07:57:19
7519,2014-07-01 19:33:43
7520,2015-08-14 15:27:51
7521,2015-03-21 15:27:30
7522,2014-07-29 18:21:58
7523,2014-03-11 05:16:08
7524,2013-09-04 03:04:09
7525,2013-06-20 22:05:13
7526,2015-11-14 19:45:22
7527,2012-10-13 01:42:58
7528,2012-10-05 12:11:10
7529,2015-08-19 15:16:43
7530,2014-09-11 00:45:49
7531,2015-01-06 17:10:35
7532,2013-07-19 10:20:42
7533,2013-10-30 06:43:00
7534,2014-03-04 21:23:10
7535,2015-06-07 13:10:15
7536,2013-11-06 14:38:22
7537,2015-03-05 11:13:08
7538,2012-12-14 09:00:05
7539,2016-01-25 13:19:45
7540,2012-12-22 15:29:11
7541,2015-09-23 17:00:11
7542,2013-09-10 18:44:53
7543,2013-09-28 12:41:43
7544,2014-05-11 03:29:01
7545,2014-09-02 15:36:55
7546,2012-09-29 09:45:43
7547,2015-12-03 14:08:25
7548,2013-04-24 01:56:47
7549,2013-10-31 12:53:55
7550,2014-09-08 16:47:56
7551,2014-04-26 09:59:34
7552,2014-08-06 23:53:16
7553,2013-08-15 05:08:24
7554,2014-09-16 09:53:51
7555,2012-09-19 16:19:34
7556,2014-08-11 00:32:37
7557,2014-11-29 04:54:50
7558,2012-10-16 06:35:58
7559,2014-01-07 12:37:00
7560,2014-02-28 08:30:21
7561,2016-01-26 18:51:35
7562,2013-11-04 14:48:56
7563,2013-02-23 21:00:03
7564,2014-04-02 09:54:22
7565,2014-09-02 16:36:06
7566,2013-10-23 03:12:43
7567,2014-01-30 15:13:43
7568,2016-01-08 23:34:10
7569,2013-12-12 04:35:43
7570,2012-07-30 21:54:27
7571,2013-01-06 09:52:25
7572,2015-09-19 21:34:11
7573,2013-04-15 22:52:50
7574,2014-02-11 04:45:02
7575,2015-07-18 02:27:02
7576,2014-03-03 14:02:32
7577,2013-12-23 20:03:32
7578,2015-06-03 21:57:57
7579,2014-09-29 10:43:53
7580,2012-07-20 09:10:31
7581,2013-08-07 01:29:08
7582,2015-11-17 18:35:27
7583,2015-04-04 07:01:13
7584,2013-03-14 10:06:01
7585,2015-02-20 19:01:00
7586,2015-01-12 14:30:39
7587,2015-10-28 13:26:26
7588,2015-11-30 04:32:02
7589,2013-11-19 01:55:46
7590,2013-07-04 05:35:25
7591,2012-08-24 10:45:45
7592,2012-08-17 10:30:08
7593,2012-11-18 13:58:15
7594,2013-03-12 22:52:41
7595,2015-01-12 01:13:08
7596,2015-04-29 22:43:04
7597,2016-01-14 22:09:32
7598,2015-04-01 12:43:25
7599,2014-07-07 07:26:54
7600,2014-04-14 00:24:44
7601,2014-09-11 20:53:03
7602,2012-07-21 07:48:53
7603,2013-02-27 22:41:48
7604,2012-07-17 22:00:28
7605,2013-10-28 00:48:25
7606,2012-09-24 23:28:24
7607,2015-10-31 01:31:43
7608,2013-04-25 00:24:11
7609,2014-09-11 18:55:26
7610,2015-02-02 04:23:47
7611,2016-01-29 20:38:13
7612,2015-04-26 03:22:47
7613,2013-08-12 00:32:23
7614,2016-01-23 09:50:21
7615,2013-04-18 22:54:34
7616,2014-03-09 08:36:12
7617,2012-10-25 11:49:23
7618,2013-09-18 07:13:36
7619,2013-12-26 15:50:57
7620,2014-10-17 15:01:35
7621,2014-07-11 14:37:41
7622,2015-07-24 19:58:47
7623,2016-02-15 15:19:12
7624,2014-12-06 18:59:49
7625,2015-01-11 17:55:59
7626,2013-02-28 02:50:00
7627,2014-05-02 12:17:17
7628,2014-11-26 13:44:27
7629,2015-03-27 09:36:16
7630,2013-01-17 01:09:53
7631,2013-11-05 10:00:41
7632,2013-07-25 05:32:04
7633,2015-06-05 20:38:08
7634,2015-04-02 01:15:07
7635,2013-05-15 12:40:17
7636,2015-04-05 21:00:55
7637,2014-10-18 20:38:39
7638,2013-06-06 08:54:57
7639,2015-12-14 15:30:25
7640,2014-07-24 09:00:04
7641,2012-08-25 12:24:07
7642,2014-07-23 20:51:17
7643,2015-07-22 16:09:49
7644,2015-08-22 08:58:36
7645,2015-12-24 18:42:48
7646,2015-01-02 12:53:39
7647,2014-08-04 09:57:16
7648,2012-11-20 10:07:57
7649,2015-06-20 01:20:00
7650,2013-01-04 16:43:22
7651,2013-10-21 19:51:16
7652,2013-10-12 04:01:05
7653,2013-12-15 12:36:41
7654,2013-05-21 13:32:48
7655,2013-03-03 17:30:47
7656,2015-02-05 17:52:20
7657,2013-10-19 09:53:36
7658,2015-11-04 03:12:40
7659,2014-06-28 03:19:08
7660,2013-06-14 19:31:44
7661,2013-05-27 15:49:34
7662,2013-07-01 23:46:25
7663,2013-12-15 05:54:38
7664,2013-03-16 22:14:00
7665,2015-08-04 05:17:48
7666,2015-11-18 11:05:18
7667,2015-09-26 08:57:48
7668,2014-09-28 03:47:18
7669,2013-08-29 16:15:11
7670,2014-03-24 10:52:54
7671,2013-02-07 18:50:01
7672,2013-12-26 16:23:43
7673,2015-12-19 05:00:13
7674,2013-10-10 09:55:49
7675,2014-02-21 04:08:15
7676,2014-10-29 01:39:26
7677,2013-08-17 17:00:09
7678,2012-10-26 01:57:12
7679,2015-07-15 13:36:34
7680,2012-07-10 14:16:00
7681,2012-11-18 09:05:01
7682,2013-07-01 01:58:43
7683,2015-06-09 13:04:19
7684,2014-02-03 09:28:13
7685,2013-03-18 05:11:29
7686,2015-04-06 23:25:59
7687,2015-10-07 16:44:51
7688,2013-11-25 03:50:35
7689,2015-08-11 21:10:23
7690,2015-09-15 21:12:54
7691,2014-03-04 15:27:43
7692,2013-04-19 00:10:35
7693,2013-11-12 13:24:42
7694,2012-08-08 13:07:11
7695,2015-08-06 06:34:22
7696,2013-12-26 14:29:29
7697,2013-06-11 07:47:50
7698,2012-10-01 13:32:34
7699,2014-01-11 10:26:51
7700,2013-06-25 12:55:18
7701,2015-04-16 15:55:26
7702,2014-03-30 02:11:26
7703,2014-07-29 21:11:55
7704,2015-01-16 23:03:25
7705,2015-11-23 16:25:36
7706,2015-02-11 13:30:33
7707,2013-09-14 00:45:58
7708,2013-07-01 16:20:57
7709,2013-02-08 08:14:25
7710,2015-08-06 02:31:56
7711,2015-07-11 00:24:08
7712,2013-05-26 09:09:08
7713,2013-05-23 06:46:44
7714,2012-08-15 06:35:41
7715,2012-08-23 08:48:43
7716,2014-05-02 19:18:20
7717,2015-05-19 13:57:05
7718,2015-01-22 10:17:26
7719,2013-05-05 01:07:49
7720,2013-11-08 17:22:15
7721,2013-07-09 22:19:15
7722,2015-05-18 11:46:31
7723,2014-09-12 20:13:53
7724,2013-05-22 02:34:10
7725,2015-05-19 06:59:59
7726,2013-01-28 01:33:55
7727,2014-01-20 10:12:06
7728,2013-08-19 01:27:09
7729,2012-11-30 00:17:14
7730,2015-05-20 06:28:22
7731,2014-08-06 09:03:10
7732,2012-10-09 17:49:22
7733,2013-02-20 21:13:06
7734,2012-09-28 06:26:05
7735,2012-10-29 01:27:15
7736,2014-04-30 09:04:54
7737,2014-04-14 12:00:52
7738,2014-05-09 00:09:37
7739,2014-02-24 04:01:46
7740,2015-02-27 01:49:14
7741,2016-01-08 13:03:01
7742,2014-05-28 22:22:28
7743,2013-03-25 15:36:31
7744,2012-12-31 05:50:00
7745,2014-08-14 04:00:39
7746,2015-03-10 14:52:11
7747,2014-10-13 05:47:03
7748,2015-02-24 15:59:21
7749,2014-06-19 16:15:43
7750,2012-08-16 10:20:24
7751,2015-06-28 09:11:03
7752,2014-04-12 20:37:11
7753,2014-07-13 15:03:23
7754,2013-07-02 06:52:06
7755,2014-02-18 21:36:18
7756,2013-07-22 19:42:10
7757,2012-07-23 15:12:36
7758,2014-12-27 03:42:24
7759,2013-12-28 08:34:13
7760,2015-10-28 21:53:51
7761,2015-08-03 14:31:55
7762,2013-01-27 02:34:34
7763,2015-10-19 21:05:01
7764,2015-03-12 19:51:28
7765,2013-07-20 14:49:28
7766,2015-03-26 23:35:50
7767,2015-04-04 09:30:13
7768,2013-01-27 23:12:09
7769,2015-01-25 00:39:02
7770,2012-07-31 06:15:29
7771,2013-11-10 05:29:10
7772,2013-06-30 01:17:08
7773,2013-06-11 10:38:47
7774,2015-05-17 04:46:22
7775,2014-01-26 17:29:03
7776,2013-04-28 02:54:07
7777,2013-01-26 03:38:33
7778,2013-08-03 06:03:49
7779,2016-01-01 06:34:06
7780,2014-02-28 18:59:57
7781,2013-12-23 22:52:06
7782,2014-02-22 13:43:30
7783,2016-02-16 20:58:52
7784,2013-09-20 23:11:06
7785,2015-05-05 08:49:23
7786,2014-05-06 08:13:41
7787,2014-10-02 04:04:25
7788,2015-04-14 17:59:08
7789,2014-11-21 13:04:42
7790,2015-01-16 12:19:42
7791,2013-05-22 09:03:41
7792,2013-02-27 03:45:00
7793,2013-07-11 19:37:09
7794,2015-02-17 18:44:22
7795,2014-06-24 06:16:57
7796,2015-04-02 07:56:59
7797,2015-04-09 19:12:07
7798,2014-11-11 22:08:56
7799,2015-09-03 01:44:32
7800,2012-07-15 12:49:52
7801,2015-04-04 12:02:12
7802,2012-08-18 12:33:13
7803,2013-01-06 13:46:50
7804,2014-01-06 00:23:24
7805,2014-03-06 10:13:07
7806,2012-07-26 00:03:00
7807,2013-10-26 07:24:47
7808,2013-03-25 07:21:33
7809,2016-02-05 08:02:40
7810,2014-11-24 11:37:32
7811,2013-10-17 02:24:19
7812,2014-08-29 00:26:33
7813,2015-06-11 00:57:08
7814,2013-01-08 12:23:45
7815,2013-01-30 21:49:53
7816,2015-04-25 16:32:29
7817,2015-02-24 11:24:42
7818,2015-10-24 15:37:37
7819,2014-09-05 23:45:37
7820,2012-12-29 01:02:57
7821,2013-08-10 07:30:18
7822,2013-07-21 10:42:16
7823,2014-05-31 11:37:11
7824,2014-10-26 07:01:32
7825,2014-10-09 09:22:21
7826,2015-10-01 22:14:33
7827,2013-03-19 06:30:20
7828,2015-03-26 19:03:13
7829,2013-12-09 17:45:32
7830,2013-08-09 00:01:14
7831,2014-03-20 04:43:51
7832,2013-12-08 13:14:42
7833,2015-01-13 18:52:11
7834,2014-10-09 02:03:32
7835,2014-10-04 18:56:39
7836,2015-12-22 00:17:05
7837,2015-05-24 01:22:06
7838,2012-09-04 10:25:30
7839,2016-02-17 02:03:23
7840,2015-02-15 03:25:05
7841,2012-08-05 01:57:31
7842,2013-04-16 03:01:45
7843,2014-12-26 07:39:50
7844,2013-05-25 21:48:22
7845,2015-10-07 06:22:01
7846,2014-02-12 20:28:39
7847,2014-08-15 14:51:10
7848,2015-05-27 13:38:13
7849,2013-07-30 13:21:41
7850,2015-06-27 02:56:09
7851,2015-08-08 08:35:23
7852,2013-03-25 05:12:28
7853,2015-05-09 07:21:19
7854,2012-07-27 02:26:48
7855,2012-10-12 23:07:13
7856,2013-07-11 23:33:16
7857,2012-08-28 11:52:35
7858,2013-04-22 10:47:07
7859,2014-10-12 14:58:08
7860,2014-11-15 18:05:27
7861,2015-06-24 22:44:22
7862,2014-02-13 06:39:32
7863,2014-12-26 13:04:31
7864,2014-10-10 12:48:32
7865,2012-11-10 02:33:35
7866,2016-02-07 19:03:08
7867,2015-10-20 04:46:51
7868,2014-02-13 19:59:28
7869,2015-03-28 14:24:42
7870,2013-03-08 16:05:34
7871,2014-03-23 20:50:12
7872,2015-03-15 13:36:06
7873,2015-01-08 03:09:24
7874,2013-02-12 01:33:36
7875,2014-04-07 11:42:50
7876,2012-09-25 01:39:27
7877,2012-08-14 11:05:16
7878,2013-09-20 11:46:32
7879,2015-12-11 16:11:25
7880,2015-09-16 17:37:29
7881,2015-05-30 02:29:24
7882,2013-11-10 09:28:06
7883,2012-12-16 21:58:20
7884,2013-02-10 18:26:19
7885,2014-09-16 17:06:08
7886,2014-03-02 19:39:26
7887,2014-01-16 23:00:29
7888,2013-04-24 18:49:59
7889,2015-05-19 11:20:14
7890,2015-11-16 11:01:22
7891,2013-01-18 11:34:17
7892,2014-09-22 01:11:04
7893,2015-06-16 17:07:11
7894,2012-08-23 23:01:22
7895,2013-07-12 20:57:50
7896,2014-02-08 18:11:14
7897,2015-05-10 04:14:36
7898,2015-10-17 04:20:48
7899,2013-10-21 01:02:22
7900,2014-08-20 22:13:42
7901,2012-10-02 22:13:26
7902,2014-02-22 21:07:35
7903,2013-09-05 07:27:07
7904,2015-10-09 08:00:33
7905,2014-07-31 17:08:07
7906,2014-05-16 07:20:31
7907,2015-09-03 11:10:05
7908,2014-08-02 02:47:21
7909,2014-01-12 22:58:11
7910,2012-11-06 06:49:48
7911,2013-09-11 03:22:03
7912,2013-12-27 13:47:01
7913,2012-07-22 16:41:08
7914,2014-10-21 03:53:26
7915,2014-05-08 20:39:58
7916,2012-08-14 14:31:23
7917,2014-01-09 05:48:51
7918,2015-11-13 13:01:14
7919,2013-01-27 10:37:08
7920,2014-05-12 16:09:11
7921,2015-05-08 16:26:15
7922,2012-12-11 19:47:00
7923,2015-08-19 07:19:07
7924,2015-01-07 23:10:54
7925,2014-06-16 06:22:54
7926,2016-02-02 13:59:04
7927,2016-01-19 10:55:31
7928,2012-10-01 19:59:11
7929,2012-07-20 06:55:02
7930,2014-03-15 06:18:50
7931,2013-10-28 11:07:02
7932,2012-07-20 22:57:33
7933,2014-10-12 07:44:02
7934,2013-07-24 06:43:13
7935,2014-01-04 12:38:07
7936,2014-01-11 21:18:43
7937,2014-05-05 21:41:48
7938,2014-02-05 18:58:40
7939,2014-02-20 18:50:49
7940,2013-06-30 06:03:32
7941,2015-12-12 07:52:12
7942,2012-10-06 03:33:45
7943,2015-03-01 11:33:01
7944,2013-10-24 02:29:10
7945,2012-10-11 10:01:32
7946,2015-09-29 04:07:50
7947,2014-05-14 22:17:28
7948,2013-05-25 22:16:54
7949,2014-08-26 20:37:49
7950,2014-08-04 06:02:21
7951,2012-10-06 17:35:18
7952,2014-07-04 03:12:05
7953,2014-01-08 19:52:48
7954,2013-08-01 07:34:06
7955,2014-03-01 10:47:58
7956,2013-02-24 04:07:32
7957,2015-10-17 06:25:12
7958,2014-07-14 16:15:49
7959,2015-11-25 11:21:30
7960,2015-08-15 22:39:06
7961,2014-03-28 04:11:12
7962,2015-01-25 22:01:52
7963,2013-12-27 20:42:01
7964,2015-07-09 10:49:51
7965,2013-10-15 20:22:58
7966,2013-05-20 12:26:45
7967,2013-01-04 20:20:43
7968,2014-04-23 20:21:13
7969,2015-06-20 22:22:03
7970,2013-12-15 01:20:00
7971,2015-12-14 03:28:11
7972,2016-01-12 01:53:14
7973,2015-09-06 18:50:19
7974,2015-01-05 14:56:35
7975,2012-11-24 13:42:06
7976,2013-07-10 10:47:55
7977,2015-04-12 16:56:58
7978,2013-02-15 19:09:22
7979,2013-07-08 17:26:07
7980,2015-03-24 23:33:49
7981,2014-07-12 20:27:29
7982,2012-09-15 14:44:01
7983,2013-06-10 06:18:04
7984,2014-12-24 03:03:23
7985,2014-11-01 10:59:03
7986,2014-09-16 20:42:21
7987,2014-08-19 10:45:15
7988,2016-02-19 09:27:52
7989,2013-01-30 13:51:32
7990,2015-05-13 13:47:36
7991,2012-11-05 07:21:19
7992,2015-11-30 12:09:20
7993,2015-06-13 20:28:43
7994,2015-11-06 13:58:30
7995,2014-01-12 13:01:20
7996,2014-01-04 10:14:18
7997,2012-12-09 08:59:09
7998,2014-06-10 00:03:06
7999,2013-07-03 09:10:34
8000,2016-02-18 05:49:11
8001,2013-02-17 15:18:59
8002,2014-08-11 07:09:50
8003,2012-11-13 07:03:17
8004,2015-06-05 21:13:13
8005,2016-01-19 11:29:54
8006,2015-07-30 18:48:53
